view,likes,mid,follower,videos
143451614,9147520,17409016,3806180,"['BV1k7411V7Ni', 'BV1BJ411y7ap', 'BV1zJ411S7tL', 'BV14E411v7jX', 'BV1kE411o74m', 'BV1MJ411c76M', 'BV1hJ411F7J6', 'BV1yE411D7vB', 'BV1AE411D7TK', 'BV16E411Q7to', 'BV1NE411Q7tr', 'BV1ZE411X7S6', 'BV16J411P7h2', 'BV1Y4411y7sE', 'BV1e441197wH', 'BV1Bt411A7zP', 'BV1tt41137N6', 'BV1W441137Bu', 'BV1q4411P7at', 'BV1f4411n7Aq', 'BV1D4411L7sP', 'BV1u4411E7jF', 'BV1a4411Y7S1', 'BV154411h76h', 'BV1cb41157k4', 'BV1Hb411L7pa', 'BV19b411T7a7', 'BV1rb411p7W9', 'BV13b411E7kU', 'BV16b411H7v9', 'BV14b411v7xT', 'BV1kb411b7E6', 'BV1wb41187GB', 'BV17t411y7dz', 'BV1Dt411B78h', 'BV1xt411q7wU', 'BV1Tt411Q7ay', 'BV1zt411U7uC', 'BV1mb411c7Hs', 'BV1Kb411w7AF', 'BV1fb411P7WD', 'BV1Vt411f7HN', 'BV12W41117W4', 'BV13W411U7K8', 'BV1BW411U7Ef', 'BV1SW411z7vW', 'BV16W411o7cZ', 'BV1us411T7vH', 'BV1ps41137h4', 'BV1Ns411N76F', 'BV1Vs411K7XE', 'BV1uW411c79E', 'BV1Wp411o7Yu', 'BV1wp411o7yt', 'BV1Jp411Z7y9', 'BV1gp411f73v', 'BV1XW411G7Gb', 'BV13W41157s9', 'BV1CW411T7XH', 'BV1xW411u7ea', 'BV1LW411p7S1', 'BV1kW411W7Py', 'BV1BW41147e1', 'BV1VW41177Ns', 'BV1xW411n7F7', 'BV1oW411H7FD', 'BV1ZW411v7yH', 'BV1EW411q7zL', 'BV1iW411B7X9', 'BV1xW411b7n9', 'BV1WW41187aw', 'BV1MW411h7aZ', 'BV1Ex41157rH', 'BV1vx411L7oX', 'BV13x41177XW', 'BV1Ax41177J1', 'BV1gx411g7iH', 'BV1Xx411g7Jb', 'BV1Yx41147Gc', 'BV1sx41187Jo', 'BV12x411J7j9', 'BV1ix411n79L', 'BV19x411H7qh', 'BV1Zx411W7s1', 'BV1Ax411q7Pn', 'BV1nx411B7FK', 'BV1Nx411r7ST', 'BV1Zx411z7ZH', 'BV1Lx411h751', 'BV1vx411a7TF', 'BV1jx411e7J5', 'BV1Ux411v7zy', 'BV1Dx411e7N1', 'BV15x411m7VM', 'BV1Zx411U7fe', 'BV1Gx411D7RK', 'BV1Wx411S7aG', 'BV1dx411D7RU', 'BV1Sx411r7tm', 'BV1yx411C7wN', 'BV11x411k7Tw', 'BV1ix411y7j6', 'BV1rx41117sg', 'BV1Zs411b7Qv', 'BV1ms411h74R', 'BV1us411h7Xw', 'BV1Rs41187AM', 'BV1Ts411Y7Ja', 'BV1Rs411a7g1', 'BV1ps411a7nm', 'BV1Vs411a72o']"
128094138,11755894,7552204,2208595,"['BV1NV411Z7S1', 'BV1Ca4y1x7jH', 'BV1WV411o7xt', 'BV1cA411h7Fe', 'BV16a4y1t7pp', 'BV1LE411w7Ld', 'BV1SE411573d', 'BV11E411u7Ze', 'BV1y7411T73e', 'BV1s7411G7HL', 'BV1n7411473Y', 'BV1a7411s7v6', 'BV1Q7411Y7YM', 'BV1JJ411p7aR', 'BV1FJ411779k', 'BV1TJ411x72r', 'BV1fJ411x7xt', 'BV1FJ411r7uw', 'BV1eJ411C7rw', 'BV1RJ411z7DX', 'BV1ZJ411z7nT', 'BV1VJ41197CF', 'BV1qJ411U7Vw', 'BV1HE411B7MT', 'BV1WE411b7fw', 'BV1KE41187Ck', 'BV1qE411a7MU', 'BV19E411y7nC', 'BV1xE411k7SG', 'BV1cJ411c76e', 'BV1oE411Q7xc', 'BV17E41197mb', 'BV1DJ411u72x', 'BV1PJ411A7QX', 'BV1dJ411P7mr', 'BV1u4411C7MK', 'BV1b4411k7dN', 'BV1L4411y7g3', 'BV1S441127JE', 'BV184411z7Dc', 'BV1L441167mA', 'BV1w441167Vy', 'BV1N4411r7Ng', 'BV1N4411o7wa', 'BV1D4411U7fZ', 'BV114411X7Qu', 'BV1gt411M7BW', 'BV1At411g7nc', 'BV1o4411f7r3', 'BV1tt411P7T1', 'BV17t411j7g9', 'BV1it411n7yE', 'BV1Pt41137EH', 'BV1gx411f7gH', 'BV1h4411F7m7', 'BV134411c7sq', 'BV1fx4119759', 'BV1m441137hv', 'BV1a441157jn', 'BV1F4411N7jH', 'BV1g4411N7Ae', 'BV1a4411K7eM', 'BV1b4411p7ay', 'BV1M4411s7Tk', 'BV1W4411j71E', 'BV1S4411J7xV', 'BV1U4411E7eC', 'BV114411a7Rg', 'BV1n4411e7Px', 'BV144411Y7XM', 'BV1y4411v7co', 'BV1n4411t779', 'BV184411b7Dg', 'BV1g4411h7jF', 'BV1sb411G7A8', 'BV18b411V7yf', 'BV1Sb411G7oq', 'BV1rb41157cA', 'BV1gb41157q8', 'BV1Db411g7Cm', 'BV1Sb411p7XV', 'BV1Xb411x7bM', 'BV1fb41147zY', 'BV1Nb411n7oj', 'BV1cb411v7eu', 'BV1db411B7Wh', 'BV18b411a7wZ', 'BV1Ub411a7Xb', 'BV1Nb411m7rz', 'BV1Kb411y7CW', 'BV1Kt411t7i8', 'BV1jt411b7yg', 'BV1Mt41187Mh', 'BV1Xt411p7FS', 'BV1Mt411s7aW', 'BV1Zt411x7bw', 'BV19t411z7tA', 'BV1ct411k7uf', 'BV1pt411r7Wm', 'BV1Lt411i7dP', 'BV18t411S7Sr', 'BV12t411X7AJ', 'BV1At411R7B9', 'BV1pt411y7pm', 'BV1Zt411y7Pc', 'BV1bt41127ap', 'BV1tt411U7Ay', 'BV1St411m7Vd', 'BV1eb411w7Tm', 'BV1Nb411w7Dq', 'BV18t411d7ew', 'BV1tt411R7T6', 'BV1Ct411f7h5', 'BV1xW41127vZ', 'BV1aW411S7eP', 'BV13W411S7U5', 'BV1EW411z7Wa', 'BV1BW411r71n', 'BV1tW411679W', 'BV12W411r7KJ', 'BV1GW411o7TP', 'BV1SW411o77c', 'BV1gs411F7QK', 'BV1UW411D7bo', 'BV1gW41197nU', 'BV1ms411T7vF', 'BV1Ls411u7NQ', 'BV1ts41137UE', 'BV1Cs411c7P7', 'BV1Es411A7uG', 'BV1Ws411K7zp', 'BV1os411N7at', 'BV1Ss41177qd', 'BV1Ys411J7ej', 'BV12s411p7X1', 'BV11s411H7dz', 'BV1ps41157V6', 'BV1ns411L7rw', 'BV1ms411j7aW', 'BV1LW411c7N3', 'BV1UW411w7Wn', 'BV1QW411c7yo', 'BV1CW411A7a4', 'BV1eW411N7EP', 'BV1sp411d7Ed', 'BV1yp411R7P6', 'BV1rp411o799', 'BV1Fp411f7f8', 'BV1qp411Z7Hd', 'BV1fp411o7q8', 'BV1uW411F7F2', 'BV1Cp411f7fL', 'BV1QW411G7L4', 'BV1vW411L745', 'BV1HW411K7ed', 'BV1nW411s78M', 'BV1AW411t7Xo', 'BV1BW41147oH', 'BV1qW41147vC', 'BV1JW411J7r7', 'BV1WW411J7WF', 'BV1bW411e7fV', 'BV1nW411e7py', 'BV1DW411v7ia', 'BV1CW411i7yN', 'BV1PW411B7ri']"
140447648,8281600,38351330,1809819,"['BV17i4y1t7aD', 'BV1qK4y1r7Rb', 'BV157411176Q', 'BV1bE411A77r', 'BV1cE411M7hu', 'BV11E411E7PS', 'BV1p7411c7zD', 'BV1J7411J7fg', 'BV1Z7411n7vX', 'BV1FJ411r7Lb', 'BV1AJ411v7AJ', 'BV1aJ411Q7Go', 'BV1PJ411o7Th', 'BV1hJ411D7sr', 'BV1PE411q72q', 'BV1GE411t7A1', 'BV1aE411a7no', 'BV16E411r7wL', 'BV1NE411f779', 'BV16E411X7PQ', 'BV1CJ411K7fm', 'BV1eJ411379r', 'BV18J411P7tn', 'BV1N441117CD', 'BV1U4411r7iQ', 'BV1q4411R77a', 'BV1r4411X7RR', 'BV1Gt411T7xd', 'BV13t411u7D1', 'BV16t411A7EK', 'BV1Qt411E7yp', 'BV1et411G78P', 'BV1wt411L7oY', 'BV1F4411F7Yi', 'BV1Rx411X7uD', 'BV1xx411R7xg', 'BV1dx411R74b', 'BV1e4411G7k4', 'BV1L441157gi', 'BV1J4411V7B4', 'BV1K4411K7HF', 'BV1b4411K7R4', 'BV1E4411M77j', 'BV134411p75G', 'BV1n4411H7oK', 'BV1S4411p7Uo', 'BV1J4411L7bf', 'BV1f441177Ti', 'BV1B4411E7UW', 'BV1u4411a76Y', 'BV124411Y7Xx', 'BV1ht411S7yx', 'BV1mt411D7FU', 'BV1vt41197zF', 'BV1dt411C7fC', 'BV1ot41117My', 'BV14t411m7Gr', 'BV1at41127RV', 'BV1at411U7Pj']"
87504914,5169134,22141287,1369696,"['BV1LV411o7bc', 'BV1R7411X7JA', 'BV1L7411m7fs', 'BV1SE4113768', 'BV16E411H79m', 'BV16E411H7vh', 'BV1n7411T75m', 'BV14741147Ae', 'BV1Z7411s777', 'BV1A7411e7nx', 'BV1kJ411H7Yo', 'BV1dJ41157K5', 'BV1eJ411Y7dJ', 'BV1KJ411W7Fs', 'BV1GJ41147Jk', 'BV1hJ411i7zD', 'BV1QJ411q7sm', 'BV1ZJ411z7nT', 'BV1LJ411X74F', 'BV1kJ411U7xT', 'BV1xE411B7B9', 'BV1dE411a796', 'BV1KE411r7aY', 'BV1RE411C7yY', 'BV1BE411Z7bC', 'BV1ZE411o72Z', 'BV11E41197Ga', 'BV1JJ411M7Ph', 'BV1sJ411P7bb', 'BV1w4411y7r9', 'BV1u4411q7SA', 'BV19441197mA', 'BV1f4411m77B', 'BV1u441197A8', 'BV1wt411K78x', 'BV17t411K7gY', 'BV16t411M7Gi', 'BV194411f7Hp', 'BV17t411A7w4', 'BV1pt411E7e5', 'BV1Pt41137tv', 'BV1At411G7Wa', 'BV1Sx411Z7Jb', 'BV154411c7hS', 'BV1Hx41197Es', 'BV1Hx41197GJ', 'BV1Y4411M7kT', 'BV1u4411p7n7', 'BV1e4411W7oq', 'BV154411W7bd', 'BV1d4411L7pD', 'BV1Y4411773y', 'BV1d4411h7Tp', 'BV1g4411v7cX', 'BV124411i7dF', 'BV1C441147Bk', 'BV1N4411h7kM', 'BV1Bb41157AN', 'BV1Nb411j7gt', 'BV1pb411T7Jo', 'BV1ob411M7uT', 'BV12b411s7L5', 'BV1gb411t7HE', 'BV1sb411J7uH', 'BV1Db411b7vN', 'BV1vb411y7Yj', 'BV16t41187PA', 'BV1mt411h7cz', 'BV1tt411W7Rv', 'BV1gt411s7uE', 'BV1bt411x7jQ', 'BV1gt411x7zj', 'BV1At411v7RU', 'BV1Xt411e7Vu', 'BV1ut411Q7bt', 'BV1ct411Q75h', 'BV1Qt41117TU', 'BV1gt411m7wr', 'BV1nt41127cg', 'BV1Kt411U76b', 'BV1Db411c7qM', 'BV1Eb411A7hE', 'BV1pb411w7w5', 'BV18b411P771', 'BV1Tb411N7kX', 'BV1Db411P7AC', 'BV1Qt411R7VB', 'BV1it411R7hv', 'BV1xt411o71p', 'BV1ut411f72C', 'BV15t411f7xK', 'BV1Jt411Z7Hv', 'BV1Jt411Z75w', 'BV1Gb411F7T1', 'BV1Ht411f7Rr', 'BV1pW41117Uy', 'BV1MW41117JG', 'BV14W41127Uo', 'BV1AW411U7zt', 'BV1mW411S7ih', 'BV1tW411S7N8', 'BV1RW411z72k', 'BV1gW411r7ad', 'BV17W411k7mU', 'BV1NW411k7NT', 'BV12W411C7to', 'BV1rW411C7EA', 'BV19W411f7PL', 'BV1MW411f76t', 'BV1wW411Q7tS', 'BV1wW411D7tW', 'BV1zW41197BM', 'BV1NW411d7wY', 'BV1ys411T7F5', 'BV1is411u7T9', 'BV12s411M787', 'BV1ps411g77U', 'BV1ps41137vd', 'BV1bs411w7ab', 'BV17s411w7gf', 'BV1ks411A7oU', 'BV1Ks411N7tW', 'BV1Us411K7vr', 'BV1rs41177bR', 'BV1ds411J7eB', 'BV13s411p7pk', 'BV1os411H7ha', 'BV1Ls411j7Xr', 'BV1bs41177eg', 'BV1Zs411j7eA', 'BV1bs411j7n2', 'BV1XW411P7jw', 'BV1XW411P7AM', 'BV1GW411F7eA']"
117381791,10910288,113362335,2784606,"['BV1tK4y1r7wk', 'BV1Ap4y1y7eP', 'BV1Tk4y1R7C8', 'BV1cp4y1y72p', 'BV1QA41187sk', 'BV1vz411b7Ye', 'BV1Dc41187e3', 'BV1m741127W1', 'BV1DE411F7fv', 'BV1hE411N7Q1', 'BV1F7411Z7JL', 'BV1aE411K7vp', 'BV1jE411W7XG', 'BV1FE41147sC', 'BV1SE411J7AN', 'BV147411N7n5', 'BV1U7411K7qW', 'BV1i7411c7Dw', 'BV1X7411A7rN', 'BV1p7411E7Lz', 'BV167411J7Xq', 'BV1t741157fD', 'BV1w7411t7xy', 'BV1N741187Mt', 'BV1z7411k7wy', 'BV1F7411q71t', 'BV1aJ411E7xy', 'BV1UJ41177fM', 'BV1vJ411H7mb', 'BV1uJ411G7dR', 'BV1aJ411877x', 'BV11J411b7e2', 'BV1uJ411h7ng', 'BV1AJ411Y7dP', 'BV1PJ411a75M', 'BV18J411s7JZ', 'BV1PJ411r7kr', 'BV1LJ411C7NX', 'BV1qJ411e7QD', 'BV1WJ411B7Lv', 'BV1vJ411q7Ej', 'BV1ZJ411z7nT', 'BV1UJ411R7L9', 'BV1rJ41117Zj', 'BV1iJ411D7bd', 'BV1oE411e73i', 'BV1YE411B75g', 'BV1BE411t7Mx', 'BV1tE411b7ya', 'BV1PE411h7qD', 'BV18E411a7Yg', 'BV15E411y7Sd', 'BV1BE411k7yN', 'BV1uE411C7sT', 'BV1rE411o7w3', 'BV1XE411Z7hy', 'BV18E411D7ns', 'BV1kJ411T7e5', 'BV1XJ411u7cJ', 'BV11J411g7Zg', 'BV19J411A7bS', 'BV17J411A7Xq', 'BV1aJ411P7s7', 'BV1w4411C7SE', 'BV1c4411y7gy', 'BV1k4411z7YR', 'BV1f4411B78k', 'BV1T4411r7VY', 'BV1L441197mp', 'BV1V4411o7th', 'BV1A4411Q741', 'BV1Zt411T7dB', 'BV1Rt411F7Qt', 'BV1ht411j7X8', 'BV1Wt411E715', 'BV1Zt411V7Fd', 'BV1pt411571e', 'BV1q4411A7oA', 'BV1ax411d7qW', 'BV1j441157RW', 'BV1A4411P7iu', 'BV1D4411M7aS', 'BV154411M7v1', 'BV1D4411n7up', 'BV1w4411H7fn', 'BV1g4411W7ne', 'BV124411p78s', 'BV1R4411j7aj', 'BV1z4411J7ZA', 'BV1D4411E7H1', 'BV1e4411Y7iY', 'BV114411v7U9', 'BV1j4411t7hK', 'BV1E441187Me', 'BV1d4411b7xn', 'BV154411h7BU', 'BV1Nb411G7z6', 'BV1ob41157Gw', 'BV1xb41157E6', 'BV18b411L7z7', 'BV1Yb411T7jg', 'BV1Eb41137S7', 'BV1zb411p7e8', 'BV1Ab411x75P', 'BV1qb411477z', 'BV15b41177fQ', 'BV1zb411n7m7', 'BV1Hb411H7LH', 'BV1bb411e7Rg', 'BV1Sb411q7fo', 'BV1pb411q7xb', 'BV1Bb411b7AD', 'BV1Pb411b76n', 'BV1wb411h7TU', 'BV1sb41187ke', 'BV1mb411h7Dh', 'BV1Yb41117XV', 'BV1wb41117ck', 'BV16b411m7oE', 'BV1nb41167zk', 'BV1ub411r7Ay', 'BV1ub411k7ad', 'BV1ht4114771', 'BV15t411b7a3', 'BV1ot411h72b', 'BV1qt411p7ez', 'BV1yt411x7Qt', 'BV1qt411z7Md', 'BV1et411k71G', 'BV1Wt411k7VK', 'BV1Ft411v79V', 'BV1Ft411i7yS', 'BV1dt411q7MQ', 'BV1bt411q75c', 'BV1tt411Q76X', 'BV19t41197Bm', 'BV1nt411y7tb', 'BV1Ut41127hu', 'BV1bb411P7Hm', 'BV1Tb411P7ho', 'BV1Vt411o7DA', 'BV1rt411d7nr', 'BV1kt411Z7dH', 'BV1GW411U7PU', 'BV1rW411S7A8', 'BV1nW411S7JH', 'BV1pW411r7eG', 'BV19W411k7wF', 'BV1dW411C72Y', 'BV1EW411d7cV', 'BV1DW411o7K5', 'BV18s411c7GR', 'BV19W411D7qJ', 'BV1XW411Q7wJ', 'BV1PW411d74q', 'BV1Rs411T7q2', 'BV1ns411M77m', 'BV15s411g7bZ', 'BV1Gs41137Xr', 'BV1Ns411P7qj', 'BV1Gs411N7Rn', 'BV1ss411E7ZY', 'BV1Ys411J7jS', 'BV17s411p7up', 'BV1as411V7nQ', 'BV1Cs411L7c8', 'BV1BW411w7GE', 'BV1oW411c7fi', 'BV1zW411N7Bs', 'BV1mp411Z7kd', 'BV1yp411Z7Sn', 'BV1Xp411f7eg', 'BV1Vp411f7mV', 'BV1RW41137Br', 'BV1ZW411G7o1', 'BV1xW411M7V3', 'BV1ZW411p7fK', 'BV1PW411x77f', 'BV1bW41147Zr', 'BV13W411E7AN', 'BV1jW411H78A', 'BV11W411e7C1', 'BV1JW411e7aK', 'BV11W411Y7Rb', 'BV1AW411i7YU', 'BV1AW411v7yQ', 'BV1EW411B7rQ', 'BV1iW411h7mJ', 'BV1eW411Y7d4', 'BV1kx411V7kR', 'BV1mx41157rU', 'BV18x411E72K', 'BV1px411M73p', 'BV1Tx411g7ZY', 'BV1Rx411g76o', 'BV1Vx411G7Jj', 'BV17x411x7Lf', 'BV1jx411474y', 'BV1Bx411q7iZ', 'BV1dx41187ou', 'BV1gx411a7QQ']"
